"unigram","bigram","trigram","freq"
"was","not","in",2
"was","not","just",2
"was","nothing","but",2
"was","of","no",2
"was","once","again",2
"was","only","his",2
"was","only","one",2
"was","originally","a",2
"was","playing","a",2
"was","populated","by",2
"was","prepared","for",2
"was","pretty","funny",2
"was","probably","a",2
"was","probably","the",2
"was","reading","about",2
"was","ready","for",2
"was","really","good",2
"was","really","the",2
"was","recorded","in",2
"was","released","as",2
"was","released","in",2
"was","requested","by",2
"was","right","in",2
"was","running","out",2
"was","second","in",2
"was","selected","th",2
"was","sent","to",2
"was","set","up",2
"was","shot","in",2
"was","so","great",2
"was","so","happy",2
"was","so","popular",2
"was","some","kind",2
"was","something","i",2
"was","still","a",2
"was","still","at",2
"was","stopped","in",2
"was","struggling","to",2
"was","stunned","to",2
"was","suffering","from",2
"was","sure","that",2
"was","surprised","at",2
"was","taken","by",2
"was","taken","up",2
"was","talking","about",2
"was","talking","to",2
"was","that","i",2
"was","that","my",2
"was","that","the",2
"was","that","they",2
"was","the","cockpit",2
"was","the","main",2
"was","the","perfect",2
"was","the","third",2
"was","the","toshiba",2
"was","there","and",2
"was","there","because",2
"was","there","when",2
"was","to","go",2
"was","to","write",2
"was","told","to",2
"was","tons","of",2
"was","too","late",2
"was","used","to",2
"was","very","good",2
"was","very","very",2
"was","waiting","for",2
"was","wearing","a",2
"was","what","was",2
"was","with","a",2
"was","with","the",2
"was","worth","the",2
"was","writing","about",2
"washed","down","with",2
"wasnt","in","it",2
"wasnt","in","the",2
"wasnt","nearly","as",2
"wasnt","the","same",2
"wasnt","there","and",2
"wasnt","too","bad",2
"wasnt","until","i",2
"waste","of","money",2
"watch","some","brewing",2
"watched","by","millions",2
"watching","this","film",2
"water","from","the",2
"water","i","also",2
"way","and","i",2
"way","as","the",2
"way","back","home",2
"way","back","in",2
"way","back","to",2
"way","by","the",2
"way","for","the",2
"way","home","from",2
"way","i","can",2
"way","i","had",2
"way","i","see",2
"way","in","which",2
"way","its","just",2
"way","of","getting",2
"way","of","thinking",2
"way","so","that",2
"way","they","can",2
"way","things","are",2
"way","things","were",2
"way","through","a",2
"way","to","being",2
"way","to","do",2
"way","to","ensure",2
"way","to","escape",2
"way","to","help",2
"way","to","keep",2
"way","to","let",2
"way","to","live",2
"way","to","make",2
"way","to","parent",2
"way","to","put",2
"way","too","much",2
"way","we","can",2
"way","you","can",2
"way","you","define",2
"way","you","know",2
"ways","by","submitting",2
"ways","the","first",2
"we","all","knew",2
"we","already","had",2
"we","also","got",2
"we","also","went",2
"we","are","able",2
"we","are","being",2
"we","are","both",2
"we","are","here",2
"we","are","into",2
"we","are","just",2
"we","are","looking",2
"we","are","making",2
"we","are","seeing",2
"we","are","still",2
"we","are","taking",2
"we","are","the",2
"we","are","very",2
"we","both","got",2
"we","call","it",2
"we","can","be",2
"we","can","have",2
"we","can","make",2
"we","can","minister",2
"we","can","only",2
"we","can","use",2
"we","cant","wait",2
"we","chose","the",2
"we","could","also",2
"we","could","do",2
"we","could","just",2
"we","could","use",2
"we","did","a",2
"we","did","find",2
"we","did","have",2
"we","didnt","have",2
"we","didnt","see",2
"we","didnt","want",2
"we","do","it",2
"we","do","with",2
"we","dont","challenge",2
"we","dont","get",2
"we","dont","know",2
"we","dont","need",2
"we","equate","materialism",2
"we","ever","make",2
"we","find","it",2
"we","forget","that",2
"we","get","back",2
"we","get","the",2
"we","go","any",2
"we","got","married",2
"we","got","there",2
"we","had","our",2
"we","had","such",2
"we","have","finally",2
"we","have","here",2
"we","have","lived",2
"we","have","lost",2
"we","have","new",2
"we","have","now",2
"we","headed","back",2
"we","headed","to",2
"we","hope","to",2
"we","know","from",2
"we","know","we",2
"we","left","and",2
"we","live","a",2
"we","looked","around",2
"we","love","it",2
"we","made","the",2
"we","managed","to",2
"we","may","feel",2
"we","may","get",2
"we","might","be",2
"we","moved","to",2
"we","must","avoid",2
"we","must","believe",2
"we","need","and",2
"we","need","is",2
"we","need","we",2
"we","need","your",2
"we","never","forget",2
"we","never","got",2
"we","never","really",2
"we","noticed","that",2
"we","now","have",2
"we","once","again",2
"we","sat","down",2
"we","saw","the",2
"we","screamed","and",2
"we","seek","to",2
"we","set","off",2
"we","set","out",2
"we","shall","see",2
"we","should","all",2
"we","should","be",2
"we","still","do",2
"we","talk","about",2
"we","thought","it",2
"we","took","a",2
"we","toured","the",2
"we","try","to",2
"we","understand","that",2
"we","visited","the",2
"we","went","back",2
"we","went","our",2
"we","were","doing",2
"we","were","finally",2
"we","were","given",2
"we","were","just",2
"we","were","ready",2
"we","were","so",2
"we","were","talking",2
"we","were","there",2
"we","will","definitely",2
"we","will","travel",2
"we","wont","have",2
"we","would","all",2
"we","would","do",2
"we","would","like",2
"website","by","click",2
"website","can","be",2
"week","here","at",2
"week","i","have",2
"week","i","will",2
"week","is","to",2
"week","it","is",2
"week","of","my",2
"week","we","were",2
"week","when","the",2
"week","with","a",2
"weekend","i","am",2
"weekend","i","was",2
"weeks","and","months",2
"weeks","before","i",2
"weeks","i","have",2
"weeks","in","a",2
"weeks","later","i",2
"weeks","now","since",2
"welcome","to","the",2
"well","as","being",2
"well","as","online",2
"well","as","our",2
"well","as","some",2
"well","be","seeing",2
"well","but","that",2
"well","except","for",2
"well","have","some",2
"well","have","to",2
"well","here","we",2
"well","i","wont",2
"well","if","you",2
"well","in","a",2
"well","in","my",2
"well","on","the",2
"well","thats","not",2
"well","they","are",2
"well","this","is",2
"well","thought","out",2
"well","with","you",2
"went","down","the",2
"went","down","to",2
"went","into","the",2
"went","off","the",2
"went","on","a",2
"went","on","about",2
"went","to","get",2
"went","to","new",2
"were","a","couple",2
"were","a","little",2
"were","all","about",2
"were","all","so",2
"were","all","still",2
"were","allowed","to",2
"were","associated","with",2
"were","based","on",2
"were","caught","charged",2
"were","far","more",2
"were","forced","to",2
"were","given","a",2
"were","given","the",2
"were","growing","up",2
"were","having","a",2
"were","here","to",2
"were","in","france",2
"were","invited","to",2
"were","killed","by",2
"were","lined","with",2
"were","looking","at",2
"were","lucky","to",2
"were","made","by",2
"were","made","for",2
"were","not","the",2
"were","on","our",2
"were","part","of",2
"were","playing","in",2
"were","prepared","to",2
"were","pressed","on",2
"were","quite","a",2
"were","running","a",2
"were","sealed","his",2
"were","some","of",2
"were","standing","in",2
"were","the","last",2
"were","there","in",2
"were","there","to",2
"were","trying","to",2
"were","unable","to",2
"were","used","to",2
"were","very","good",2
"were","waiting","to",2
"weve","been","together",2
"weve","had","to",2
"weve","seen","some",2
"weve","talked","about",2
"what","all","of",2
"what","am","i",2
"what","are","some",2
"what","are","the",2
"what","can","i",2
"what","do","they",2
"what","else","can",2
"what","ends","up",2
"what","has","happened",2
"what","he","could",2
"what","he","has",2
"what","he","wanted",2
"what","he","wants",2
"what","he","was",2
"what","he","would",2
"what","i","believe",2
"what","i","call",2
"what","i","can",2
"what","i","could",2
"what","i","find",2
"what","i","found",2
"what","i","like",2
"what","i","love",2
"what","i","mean",2
"what","i","need",2
"what","i","needed",2
"what","i","thought",2
"what","if","he",2
"what","if","i",2
"what","if","you",2
"what","im","not",2
"what","is","a",2
"what","is","causing",2
"what","is","right",2
"what","is","worst",2
"what","is","wrong",2
"what","it","comes",2
"what","it","would",2
"what","made","the",2
"what","makes","you",2
"what","seems","like",2
"what","shall","we",2
"what","she","had",2
"what","she","wants",2
"what","the","heck",2
"what","these","people",2
"what","they","have",2
"what","they","might",2
"what","they","say",2
"what","they","were",2
"what","they","will",2
"what","to","make",2
"what","to","say",2
"what","was","in",2
"what","was","most",2
"what","was","on",2
"what","was","right",2
"what","we","could",2
"what","we","did",2
"what","we","do",2
"what","we","dont",2
"what","we","had",2
"what","we","see",2
"what","we","want",2
"what","we","would",2
"what","were","doing",2
"what","will","happen",2
"what","would","be",2
"what","would","have",2
"what","you","can",2
"what","you","have",2
"what","you","see",2
"what","you","told",2
"what","youre","thinking",2
"whats","in","the",2
"whats","your","favorite",2
"when","a","human",2
"when","a","man",2
"when","a","new",2
"when","a","person",2
"when","ballard","was",2
"when","confronted","with",2
"when","he","bought",2
"when","he","goes",2
"when","he","got",2
"when","he","is",2
"when","he","left",2
"when","he","started",2
"when","he","went",2
"when","i","bought",2
"when","i","can",2
"when","i","do",2
"when","i","dont",2
"when","i","feel",2
"when","i","joined",2
"when","i","look",2
"when","i","met",2
"when","i","need",2
"when","i","open",2
"when","i","reached",2
"when","i","return",2
"when","i","said",2
"when","i","started",2
"when","i","told",2
"when","i","worked",2
"when","i","would",2
"when","it","hits",2
"when","it","looks",2
"when","one","of",2
"when","people","are",2
"when","sal","takes",2
"when","she","catches",2
"when","she","does",2
"when","she","got",2
"when","she","is",2
"when","she","returned",2
"when","she","said",2
"when","she","says",2
"when","shes","on",2
"when","the","ballot",2
"when","the","bran",2
"when","the","dust",2
"when","the","first",2
"when","the","priest",2
"when","there","were",2
"when","they","got",2
"when","they","saw",2
"when","things","are",2
"when","to","step",2
"when","was","the",2
"when","we","arrived",2
"when","we","first",2
"when","we","get",2
"when","we","made",2
"when","we","went",2
"when","will","they",2
"when","you","do",2
"when","you","go",2
"when","you","need",2
"when","you","open",2
"when","you","should",2
"when","you","want",2
"when","youre","sick",2
"where","all","the",2
"where","federal","authorities",2
"where","he","is",2
"where","hes","going",2
"where","i","am",2
"where","i","feel",2
"where","i","have",2
"where","is","my",2
"where","it","came",2
"where","someone","is",2
"where","there","are",2
"where","there","is",2
"where","they","have",2
"where","to","begin",2
"where","to","start",2
"where","we","were",2
"where","you","find",2
"whereabouts","of","the",2
"whether","hes","going",2
"whether","it","was",2
"whether","the","recipe",2
"whether","you","are",2
"which","all","the",2
"which","are","all",2
"which","caused","me",2
"which","happens","to",2
"which","have","both",2
"which","i","am",2
"which","i","dont",2
"which","i","love",2
"which","i","thought",2
"which","in","the",2
"which","is","based",2
"which","is","great",2
"which","is","how",2
"which","is","itself",2
"which","is","just",2
"which","is","much",2
"which","is","no",2
"which","is","not",2
"which","is","quite",2
"which","ive","always",2
"which","leads","me",2
"which","leads","to",2
"which","means","i",2
"which","of","the",2
"which","they","are",2
"which","they","were",2
"which","was","a",2
"which","was","fatal",2
"which","was","not",2
"which","was","the",2
"which","will","be",2
"which","would","be",2
"which","would","have",2
"while","at","the",2
"while","i","actually",2
"while","i","do",2
